Order ID,Order Date,Customer ID,Customer Segment,Region,State,Product Category,Product Name,Sales,Quantity,Discount,Profit
SO-100066,2024-05-27,CUST-1781,Home Office,East,Pennsylvania,Office Supplies,Toner Cartridge,150.93,1,0.1,31.12
SO-101670,2024-03-11,CUST-1366,Corporate,East,Massachusetts,Office Supplies,Desk Organizer,182.05,6,0.15,17.96
SO-101513,2023-05-01,CUST-1190,Consumer,East,Virginia,Technology,Wireless Keyboard,9225.91,6,0.0,2797.82
SO-101749,2024-03-31,CUST-1071,Home Office,West,Colorado,Technology,Laptop Pro 14,2224.86,6,0.0,547.71
SO-101995,2025-04-30,CUST-1869,Consumer,West,California,Office Supplies,Desk Organizer,436.82,2,0.15,94.12
SO-100231,2023-09-04,CUST-1140,Corporate,South,Tennessee,Furniture,Standing Desk,2354.95,4,0.0,321.22
SO-101599,2025-08-08,CUST-1091,Corporate,West,Oregon,Office Supplies,Desk Organizer,333.59,3,0.05,84.16
SO-100788,2023-01-25,CUST-1146,Consumer,Central,Ohio,Technology,Laptop Pro 14,4207.77,3,0.0,798.08
SO-101208,2025-10-15,CUST-1402,Corporate,Central,Ohio,Furniture,Bookcase,1179.41,6,0.0,230.52
SO-100928,2023-09-29,CUST-1844,Home Office,West,Colorado,Office Supplies,Ballpoint Pen Set,170.67,4,0.0,27.08
SO-101357,2023-02-22,CUST-1417,Consumer,East,New York,Technology,Cloud Security Suite,763.73,3,0.0,219.61
SO-100760,2025-05-20,CUST-1782,Consumer,Central,Michigan,Office Supplies,Toner Cartridge,194.07,1,0.0,25.95
SO-101810,2023-02-14,CUST-1079,Consumer,East,Virginia,Office Supplies,Printer Paper Case,808.46,5,0.0,88.36
SO-101095,2023-10-01,CUST-1552,Corporate,South,Georgia,Technology,Cloud Security Suite,1620.71,3,0.2,374.28
SO-100375,2024-04-25,CUST-1679,Consumer,Central,Michigan,Technology,Wireless Keyboard,2592.57,2,0.15,254.22
SO-100790,2023-12-01,CUST-1523,Consumer,West,Arizona,Technology,Cloud Security Suite,998.05,1,0.15,82.93
SO-101551,2023-07-31,CUST-1002,Consumer,East,Pennsylvania,Office Supplies,Premium Notebook Pack,231.85,2,0.2,14.89
SO-101262,2025-10-23,CUST-1201,Consumer,East,Pennsylvania,Office Supplies,Toner Cartridge,156.52,2,0.05,28.96
SO-100298,2023-11-21,CUST-1382,Consumer,West,California,Furniture,Filing Cabinet,4923.7,8,0.0,427.33
SO-100599,2025-03-27,CUST-1753,Consumer,East,Pennsylvania,Office Supplies,Ballpoint Pen Set,1472.24,8,0.0,235.13
SO-102308,2023-07-24,CUST-1799,Consumer,Central,Texas,Technology,Laptop Pro 14,1509.35,4,0.0,240.28
SO-100100,2023-09-24,CUST-1052,Home Office,West,Colorado,Furniture,Ergonomic Office Chair,3001.02,6,0.2,-0.18
SO-101791,2024-09-09,CUST-1540,Corporate,West,Oregon,Office Supplies,Desk Organizer,64.65,3,0.0,16.43
SO-101929,2023-10-01,CUST-1242,Corporate,West,Washington,Office Supplies,Desk Organizer,496.3,5,0.1,48.7
SO-101260,2024-01-12,CUST-1507,Home Office,East,Pennsylvania,Furniture,Filing Cabinet,2472.62,2,0.0,260.27
SO-100530,2023-10-29,CUST-1861,Consumer,South,Tennessee,Technology,USB-C Docking Station,1550.68,1,0.05,274.24
SO-101259,2025-03-08,CUST-1769,Corporate,East,New Jersey,Office Supplies,Ballpoint Pen Set,586.33,5,0.1,105.91
SO-100720,2024-03-11,CUST-1889,Corporate,East,New York,Office Supplies,Premium Notebook Pack,471.26,6,0.0,106.21
SO-102483,2023-12-21,CUST-1002,Consumer,East,New York,Furniture,Filing Cabinet,524.1,2,0.0,112.29
SO-100637,2025-03-20,CUST-1724,,West,California,Office Supplies,Ballpoint Pen Set,826.6,5,0.1,123.14
SO-102208,2024-07-02,CUST-1795,Consumer,West,California,Furniture,Ergonomic Office Chair,1535.64,4,0.05,292.79
SO-100186,2025-01-05,CUST-1320,Corporate,West,Oregon,Furniture,Ergonomic Office Chair,4106.53,4,0.1,377.73
SO-101412,2025-01-16,CUST-1531,Corporate,West,California,Technology,Laptop Pro 14,1612.31,3,0.05,476.52
SO-100987,2023-11-12,CUST-1851,Consumer,Central,Michigan,Technology,Laptop Pro 14,3279.4,4,0.1,857.22
SO-101395,2024-11-26,CUST-1629,Home Office,Central,Ohio,Office Supplies,Ballpoint Pen Set,1111.15,5,0.0,222.68
SO-102244,2025-04-29,CUST-1386,Corporate,East,Pennsylvania,Technology,Cloud Security Suite,1199.28,1,0.05,227.68
SO-101804,2025-04-26,CUST-1454,Consumer,South,Georgia,Technology,Noise-Canceling Headset,421.7,1,0.15,40.26
SO-100512,2023-08-16,CUST-1174,Consumer,South,Tennessee,Office Supplies,Premium Notebook Pack,635.21,3,0.15,84.78
SO-102015,2024-06-04,CUST-1438,Corporate,West,Arizona,Technology,Wireless Keyboard,1893.57,3,0.0,569.64
SO-101976,2023-02-24,CUST-1150,Consumer,Central,Ohio,Furniture,Bookcase,126.53,1,0.05,9.84
SO-101921,2025-01-19,CUST-1828,Consumer,West,California,Office Supplies,Printer Paper Case,23.81,1,0.1,5.65
SO-102094,2023-01-13,CUST-1053,Home Office,West,Oregon,Office Supplies,Desk Organizer,241.37,1,0.0,49.23
SO-100608,2024-01-21,CUST-1474,Corporate,South,Georgia,Technology,Wireless Keyboard,2172.92,3,0.15,218.35
SO-101180,2023-11-10,CUST-1672,Corporate,East,New Jersey,Technology,USB-C Docking Station,1693.16,2,0.0,241.54
SO-102341,2025-04-01,CUST-1660,Corporate,East,Pennsylvania,Technology,Cloud Security Suite,3060.59,3,0.3,114.3
SO-100152,2025-04-05,CUST-1638,Consumer,West,Arizona,Furniture,Conference Table,771.86,1,0.05,150.32
SO-101581,2024-04-06,CUST-1191,Consumer,East,New Jersey,Furniture,Ergonomic Office Chair,702.45,1,0.0,179.62
SO-100892,2025-02-05,CUST-1448,Home Office,Central,Texas,Technology,USB-C Docking Station,7166.96,10,0.05,1129.08
SO-102481,2023-11-25,CUST-1700,Corporate,West,Arizona,Technology,USB-C Docking Station,601.29,1,0.1,93.49
SO-100912,2023-04-27,CUST-1531,Consumer,South,Louisiana,Office Supplies,Ballpoint Pen Set,1835.52,8,0.05,343.47
SO-102287,2024-11-05,CUST-1603,Home Office,East,Massachusetts,Furniture,Conference Table,2193.99,3,0.3,-15.55
SO-100024,2024-05-15,CUST-1306,Consumer,West,Washington,Furniture,Conference Table,8004.21,10,0.1,122.32
SO-100159,2024-12-02,CUST-1721,Corporate,West,Oregon,Technology,Wireless Keyboard,941.97,2,0.2,180.02
SO-100332,2023-05-20,CUST-1770,Consumer,South,Georgia,Furniture,Ergonomic Office Chair,2940.11,6,0.1,267.31
SO-101026,2023-04-25,CUST-1041,Consumer,West,Colorado,Technology,Wireless Keyboard,5114.78,4,0.0,1421.54
SO-102399,2024-01-11,CUST-1226,Consumer,South,North Carolina,Furniture,Standing Desk,446.0,1,0.15,72.11
SO-101743,2025-03-06,CUST-1250,Consumer,East,Massachusetts,Office Supplies,Printer Paper Case,1256.1,5,0.05,217.95
SO-102008,2023-09-21,CUST-1250,Home Office,West,Arizona,Furniture,Bookcase,800.69,1,0.15,105.24
SO-102462,2025-04-09,CUST-1477,Corporate,West,Washington,Technology,Laptop Pro 14,1126.02,2,0.0,309.94
SO-101455,2023-02-22,CUST-1593,Consumer,East,Virginia,Technology,Laptop Pro 14,753.91,2,0.0,129.64
SO-100643,2024-04-29,CUST-1019,Consumer,West,Colorado,Technology,Laptop Pro 14,1964.42,3,0.0,286.38
SO-102479,2023-03-22,CUST-1152,Corporate,South,Louisiana,Technology,USB-C Docking Station,1011.21,2,0.0,327.56
SO-100312,2024-04-03,CUST-1394,Corporate,South,North Carolina,Office Supplies,Toner Cartridge,135.62,4,0.0,22.94
SO-100352,2023-12-23,CUST-1888,Consumer,West,Arizona,Office Supplies,Printer Paper Case,237.65,2,0.2,21.22
SO-100549,2023-07-22,CUST-1434,Home Office,South,Louisiana,Furniture,Bookcase,1313.76,4,0.0,302.5
SO-101377,2025-06-22,CUST-1630,Consumer,East,Pennsylvania,Furniture,Filing Cabinet,538.65,1,0.1,85.35
SO-101358,2023-12-29,CUST-1276,Consumer,South,Louisiana,Furniture,Filing Cabinet,2787.98,3,0.0,407.9
SO-102321,2025-04-04,CUST-1040,Consumer,East,New Jersey,Furniture,Filing Cabinet,217.52,1,0.0,43.94
SO-100307,2024-04-18,CUST-1118,Consumer,West,Oregon,Technology,Wireless Keyboard,7942.78,5,0.0,2187.07
SO-100288,2024-04-06,CUST-1622,Corporate,Central,Michigan,Furniture,Ergonomic Office Chair,708.44,1,0.0,158.8
SO-100695,2023-05-20,CUST-1301,Corporate,East,Pennsylvania,Furniture,Filing Cabinet,5819.31,5,0.0,484.47
SO-100860,2025-01-27,CUST-1111,Corporate,East,New Jersey,Furniture,Conference Table,334.13,1,0.0,63.26
SO-100631,2025-11-28,CUST-1517,Corporate,Central,Michigan,Office Supplies,Desk Organizer,1406.97,8,0.1,195.66
SO-102051,2025-11-14,CUST-1102,Home Office,West,California,Technology,USB-C Docking Station,2180.03,3,0.1,592.88
SO-101892,2025-04-08,CUST-1589,Corporate,East,New York,Furniture,Standing Desk,1813.56,10,0.0,218.78
SO-102333,2024-01-06,CUST-1712,Consumer,West,Oregon,Office Supplies,Printer Paper Case,673.42,5,0.1,113.66
SO-101413,2025-10-28,CUST-1817,Consumer,West,Colorado,Office Supplies,Ballpoint Pen Set,379.04,2,0.0,78.46
SO-101293,2025-02-26,CUST-1528,Corporate,East,Virginia,Office Supplies,Printer Paper Case,161.62,2,0.0,19.36
SO-100808,2023-01-18,CUST-1417,Home Office,South,North Carolina,Furniture,Conference Table,3006.28,4,0.3,132.15
SO-101614,2024-04-01,CUST-1034,Consumer,South,Louisiana,Office Supplies,Ballpoint Pen Set,250.15,1,0.0,71.68
SO-101115,2023-12-09,CUST-1404,Home Office,South,North Carolina,Office Supplies,Desk Organizer,145.29,2,0.15,7.3
SO-101400,2025-11-21,CUST-1754,Home Office,South,Georgia,Technology,Laptop Pro 14,5016.95,5,0.0,1247.58
SO-102401,2025-09-01,CUST-1074,Corporate,South,Florida,Furniture,Standing Desk,2049.34,2,0.0,248.85
SO-101353,2024-12-06,CUST-1194,Home Office,West,California,Technology,Noise-Canceling Headset,1673.35,2,0.1,390.54
SO-101175,2025-10-20,CUST-1683,Corporate,South,Tennessee,Furniture,Filing Cabinet,832.56,1,0.05,131.56
SO-100014,2024-03-09,CUST-1602,Corporate,South,Georgia,Furniture,Conference Table,1983.3,3,0.0,238.88
SO-101045,2023-07-08,CUST-1700,Corporate,South,Florida,Office Supplies,Printer Paper Case,295.39,2,0.1,28.61
SO-101431,2023-09-09,CUST-1165,Corporate,East,New York,Office Supplies,Desk Organizer,158.65,1,0.0,40.09
SO-100515,2025-10-29,CUST-1223,,East,Virginia,Office Supplies,Printer Paper Case,249.02,2,0.05,18.06
SO-100410,2023-05-25,CUST-1583,Home Office,South,Florida,Office Supplies,Printer Paper Case,35.53,1,0.0,4.93
SO-102145,2024-12-22,CUST-1893,Corporate,South,North Carolina,Furniture,Filing Cabinet,133.4,1,0.3,2.61
SO-100314,2025-10-03,CUST-1586,Home Office,West,Oregon,Technology,Wireless Keyboard,1776.22,2,0.15,125.2
SO-101897,2024-05-04,CUST-1571,Home Office,South,Georgia,Furniture,Ergonomic Office Chair,612.36,2,0.3,-102.87
SO-100867,2025-07-28,CUST-1702,Consumer,East,Massachusetts,Technology,Noise-Canceling Headset,5684.82,5,0.2,927.71
SO-101005,2023-06-10,CUST-1639,Home Office,Central,Missouri,Technology,Noise-Canceling Headset,1480.48,2,0.0,406.99
SO-102115,2025-08-24,CUST-1466,Corporate,East,New York,Office Supplies,Premium Notebook Pack,636.46,4,0.0,125.23
SO-101104,2025-07-20,CUST-1502,Home Office,South,Louisiana,Office Supplies,Printer Paper Case,189.89,1,0.0,24.36
SO-100383,2025-09-02,CUST-1359,Consumer,South,Florida,Technology,Cloud Security Suite,1849.55,3,0.15,231.68
SO-101118,2024-03-06,CUST-1057,Corporate,Central,Texas,Office Supplies,Ballpoint Pen Set,483.56,2,0.0,93.04
SO-101648,2025-07-03,CUST-1113,Corporate,East,New Jersey,Furniture,Bookcase,1800.62,4,0.0,196.19
SO-100762,2024-05-26,CUST-1658,Consumer,South,Florida,Furniture,Conference Table,1387.69,4,0.05,133.09
SO-101423,2023-05-16,CUST-1099,Corporate,South,Florida,Technology,Noise-Canceling Headset,1009.46,1,0.1,201.74
SO-101034,2023-11-17,CUST-1426,Corporate,East,New Jersey,Office Supplies,Toner Cartridge,357.63,2,0.05,59.7
SO-101065,2024-07-26,CUST-1684,Home Office,Central,Missouri,Technology,Wireless Keyboard,2607.17,5,0.05,575.89
SO-100264,2023-10-18,CUST-1161,Home Office,Central,Missouri,Office Supplies,Ballpoint Pen Set,758.61,4,0.05,109.09
SO-100932,2025-11-06,CUST-1440,Consumer,South,Tennessee,Furniture,Standing Desk,1071.1,1,0.2,103.37
SO-102171,2025-05-07,CUST-1039,Home Office,West,California,Office Supplies,Premium Notebook Pack,71.63,1,0.15,13.9
SO-101707,2023-02-27,CUST-1826,Corporate,South,Louisiana,Office Supplies,Desk Organizer,238.96,2,0.0,32.36
SO-100416,2024-04-22,CUST-1706,Consumer,East,Massachusetts,Furniture,Standing Desk,3571.9,4,0.15,20.16
SO-100977,2024-05-20,CUST-1231,Corporate,West,Washington,Office Supplies,Ballpoint Pen Set,90.03,4,0.0,11.53
SO-100359,2023-03-21,CUST-1694,Corporate,South,Louisiana,Technology,USB-C Docking Station,6998.34,6,0.05,748.91
SO-101196,2024-07-16,CUST-1874,Corporate,Central,Ohio,Furniture,Ergonomic Office Chair,397.07,1,0.05,34.05
SO-100009,2025-11-09,CUST-1541,Home Office,West,California,Technology,Wireless Keyboard,2901.39,2,0.0,627.64
SO-101054,2023-05-14,CUST-1046,Consumer,West,Oregon,Office Supplies,Desk Organizer,172.38,1,0.3,-3.35
SO-100317,2025-07-19,CUST-1849,Corporate,West,Colorado,Office Supplies,Ballpoint Pen Set,182.46,1,0.1,17.17
SO-100305,2024-06-22,CUST-1002,Consumer,South,Georgia,Furniture,Standing Desk,410.46,3,0.0,101.78
SO-100428,2025-12-24,CUST-1018,Corporate,East,Pennsylvania,Furniture,Ergonomic Office Chair,823.65,6,0.0,138.53
SO-100106,2024-12-07,CUST-1308,Corporate,West,Oregon,Furniture,Bookcase,962.28,1,0.0,180.79
SO-102497,2024-09-17,CUST-1583,Consumer,Central,Ohio,Technology,Cloud Security Suite,3331.16,5,0.0,1130.81
SO-100122,2024-09-25,CUST-1165,Home Office,South,Tennessee,Technology,Noise-Canceling Headset,3547.72,2,0.0,767.64
SO-101037,2024-02-19,CUST-1632,Consumer,East,Massachusetts,Technology,Cloud Security Suite,1592.57,2,0.05,408.96
SO-101576,2023-12-31,CUST-1126,Consumer,Central,Texas,Technology,Wireless Keyboard,321.46,1,0.0,107.22
SO-101879,2025-09-19,CUST-1131,Consumer,South,Georgia,Technology,Cloud Security Suite,1297.42,3,0.0,431.07
SO-101560,2023-03-22,CUST-1840,Home Office,West,Arizona,Furniture,Bookcase,641.95,3,0.0,125.25
SO-101801,2025-02-06,CUST-1423,Home Office,East,New York,Office Supplies,Printer Paper Case,321.97,5,0.0,34.1
SO-102276,2023-11-08,CUST-1031,Consumer,Central,Ohio,Office Supplies,Premium Notebook Pack,351.32,2,0.05,78.11
SO-100116,2025-02-02,CUST-1395,Consumer,South,Tennessee,Technology,Noise-Canceling Headset,623.92,3,0.0,128.49
SO-101147,2024-05-28,CUST-1061,Corporate,South,Georgia,Office Supplies,Ballpoint Pen Set,84.55,1,0.0,16.81
SO-100745,2025-12-21,CUST-1711,Home Office,West,Colorado,Furniture,Ergonomic Office Chair,968.28,1,0.1,32.43
SO-102480,2024-01-12,CUST-1698,Consumer,East,Pennsylvania,Furniture,Ergonomic Office Chair,768.35,1,0.05,161.21
SO-102345,2025-05-17,CUST-1203,Corporate,West,California,Furniture,Conference Table,3382.07,3,0.0,783.79
SO-101055,2023-10-16,CUST-1757,Corporate,South,Georgia,Technology,Wireless Keyboard,711.14,2,0.0,184.36
SO-101271,2025-12-30,CUST-1256,Corporate,West,California,Furniture,Ergonomic Office Chair,553.48,1,0.0,124.64
SO-100673,2024-05-15,CUST-1871,Corporate,South,Louisiana,Office Supplies,Ballpoint Pen Set,445.54,2,0.0,115.45
SO-102448,2023-02-18,CUST-1677,Consumer,East,New York,Technology,Cloud Security Suite,2044.31,3,0.0,379.2
SO-101991,2023-06-07,CUST-1491,Consumer,West,California,Furniture,Conference Table,1068.43,1,0.15,61.68
SO-102153,2024-06-04,CUST-1682,Consumer,West,California,Office Supplies,Toner Cartridge,1093.0,4,0.0,312.05
SO-100310,2023-05-01,CUST-1029,Consumer,South,Georgia,Office Supplies,Desk Organizer,904.86,4,0.0,159.21
SO-100592,2025-01-08,CUST-1154,Home Office,South,North Carolina,Technology,Cloud Security Suite,1977.03,2,0.0,568.15
SO-100463,2023-05-26,CUST-1183,Corporate,West,Oregon,Technology,Laptop Pro 14,3643.34,4,0.0,549.27
SO-101000,2025-06-06,CUST-1484,Corporate,South,Georgia,Office Supplies,Toner Cartridge,739.09,5,0.0,192.01
SO-101132,2025-07-03,CUST-1419,Consumer,West,Washington,Technology,Noise-Canceling Headset,2330.91,6,0.0,381.54
SO-101238,2024-08-28,CUST-1889,Corporate,West,Oregon,Furniture,Filing Cabinet,319.15,2,0.15,36.82
SO-100945,2024-11-26,CUST-1625,Consumer,Central,Texas,Furniture,Bookcase,3152.93,3,0.15,-41.52
SO-100553,2023-06-24,CUST-1205,Consumer,East,New Jersey,Furniture,Ergonomic Office Chair,6359.9,6,0.0,925.16
SO-100088,2025-01-30,CUST-1717,Corporate,East,Pennsylvania,Furniture,Bookcase,1394.09,3,0.1,195.18
SO-100691,2025-03-11,CUST-1402,Consumer,Central,Illinois,Technology,Noise-Canceling Headset,2162.96,2,0.2,100.67
SO-101717,2024-12-15,CUST-1069,Home Office,East,New Jersey,Technology,Wireless Keyboard,1334.68,2,0.15,298.04
SO-101421,2024-07-31,CUST-1137,Consumer,East,New York,Office Supplies,Desk Organizer,178.09,1,0.0,18.12
SO-102424,2024-07-31,CUST-1231,Corporate,East,Pennsylvania,Technology,Laptop Pro 14,2189.68,2,0.0,575.93
SO-101640,2025-02-11,CUST-1871,Corporate,East,Massachusetts,Technology,Noise-Canceling Headset,621.54,1,0.1,79.42
SO-102292,2023-03-27,CUST-1018,Corporate,West,Colorado,Furniture,Conference Table,4660.62,5,0.05,594.09
SO-100801,2023-10-28,CUST-1306,Consumer,West,California,Technology,USB-C Docking Station,334.37,1,0.1,76.05
SO-102074,2024-09-10,CUST-1382,Consumer,West,Oregon,Technology,USB-C Docking Station,839.91,3,0.0,157.79
SO-100301,2025-01-05,CUST-1516,Home Office,Central,Illinois,Office Supplies,Desk Organizer,9.24,1,0.3,-0.1
SO-101992,2025-03-02,CUST-1605,Corporate,Central,Texas,Technology,Noise-Canceling Headset,1385.11,3,0.0,201.07
SO-100544,2025-06-24,CUST-1145,Corporate,South,Louisiana,Office Supplies,Premium Notebook Pack,170.93,1,0.15,6.38
SO-102124,2023-10-03,CUST-1208,Corporate,West,Colorado,Technology,Cloud Security Suite,8772.8,6,0.05,2454.45
SO-102228,2025-02-19,CUST-1180,Consumer,West,Colorado,Technology,USB-C Docking Station,2847.51,2,0.0,560.55
SO-100495,2023-05-24,CUST-1056,Consumer,West,California,Office Supplies,Desk Organizer,86.03,3,0.3,-1.91
SO-100366,2023-07-06,CUST-1410,Home Office,South,Tennessee,Furniture,Ergonomic Office Chair,818.84,2,0.05,145.17
SO-102270,2024-08-27,CUST-1064,Consumer,East,New York,Furniture,Standing Desk,743.47,2,0.1,58.03
SO-101574,2025-08-05,CUST-1047,Consumer,West,Colorado,Office Supplies,Desk Organizer,118.44,2,0.0,33.42
SO-100274,2023-08-25,CUST-1456,Corporate,West,Arizona,Office Supplies,Ballpoint Pen Set,98.37,3,0.0,27.26
SO-100789,2023-01-28,CUST-1835,Home Office,South,Florida,Technology,Cloud Security Suite,1552.57,1,0.0,453.25
SO-100072,2024-07-13,CUST-1071,Home Office,West,Arizona,Technology,Noise-Canceling Headset,344.85,1,0.05,92.65
SO-101265,2023-03-21,CUST-1048,,South,Louisiana,Technology,Noise-Canceling Headset,429.33,1,0.15,54.06
SO-101838,2024-06-14,CUST-1766,Home Office,West,California,Technology,Wireless Keyboard,2643.8,2,0.0,802.2
SO-100064,2024-02-10,CUST-1582,Consumer,West,Colorado,Technology,Cloud Security Suite,1508.74,1,0.0,304.04
SO-100395,2023-10-07,CUST-1104,Corporate,West,Arizona,Technology,Noise-Canceling Headset,1893.11,2,0.0,632.19
SO-101481,2025-08-14,CUST-1788,Home Office,West,Washington,Office Supplies,Printer Paper Case,306.41,8,0.0,74.33
SO-100344,2023-07-24,CUST-1827,Home Office,West,California,Technology,USB-C Docking Station,2417.84,4,0.1,272.48
SO-101753,2025-04-16,CUST-1130,Consumer,East,New York,Technology,Wireless Keyboard,800.92,1,0.1,195.73
SO-101404,2023-03-08,CUST-1889,Consumer,West,Colorado,Office Supplies,Desk Organizer,448.07,4,0.0,53.97
SO-100501,2023-12-16,CUST-1855,Corporate,South,Florida,Technology,USB-C Docking Station,3358.69,3,0.0,606.34
SO-101698,2023-02-16,CUST-1323,Corporate,Central,Missouri,Office Supplies,Toner Cartridge,179.43,1,0.0,34.74
SO-100963,2024-02-19,CUST-1338,Consumer,East,Pennsylvania,Technology,Wireless Keyboard,477.47,1,0.15,74.08
SO-100678,2025-01-22,CUST-1525,Consumer,South,North Carolina,Technology,USB-C Docking Station,1538.3,3,0.0,240.72
SO-101049,2024-01-07,CUST-1213,Corporate,East,Virginia,Office Supplies,Premium Notebook Pack,1239.21,8,0.0,202.07
SO-101913,2023-09-22,CUST-1121,Corporate,Central,Texas,Furniture,Ergonomic Office Chair,2716.07,3,0.0,323.06
SO-101552,2023-04-28,CUST-1786,Consumer,West,Colorado,Office Supplies,Desk Organizer,252.72,2,0.05,50.61
SO-100273,2023-11-11,CUST-1484,Consumer,East,New York,Technology,Noise-Canceling Headset,926.95,1,0.0,248.09
SO-101638,2023-11-19,CUST-1411,Consumer,East,Massachusetts,Technology,USB-C Docking Station,486.86,1,0.0,141.91
SO-100206,2023-02-25,CUST-1142,Home Office,South,Tennessee,Technology,Cloud Security Suite,1289.07,1,0.15,259.9
SO-100734,2024-03-24,CUST-1723,Consumer,West,Arizona,Technology,Laptop Pro 14,1576.57,2,0.3,-178.9
SO-100153,2023-09-01,CUST-1041,Consumer,East,New York,Office Supplies,Ballpoint Pen Set,319.46,2,0.0,70.44
SO-102122,2024-06-13,CUST-1504,Corporate,East,Virginia,Furniture,Conference Table,2989.99,3,0.0,266.15
SO-100558,2023-03-06,CUST-1723,Consumer,South,Florida,Technology,USB-C Docking Station,863.49,1,0.0,234.77
SO-100378,2025-03-17,CUST-1333,Consumer,South,Georgia,Technology,Noise-Canceling Headset,3571.67,4,0.0,650.58
SO-101945,2023-12-01,CUST-1407,Corporate,East,Pennsylvania,Office Supplies,Ballpoint Pen Set,447.82,2,0.15,96.51
SO-100536,2024-02-13,CUST-1002,Consumer,East,New Jersey,Furniture,Conference Table,2246.71,2,0.05,324.82
SO-102297,2025-01-03,CUST-1051,Consumer,Central,Ohio,Technology,USB-C Docking Station,2580.62,3,0.0,734.25
SO-102047,2024-07-19,CUST-1605,Consumer,West,Oregon,Furniture,Bookcase,6678.64,8,0.0,604.44
SO-101600,2025-05-09,CUST-1225,Home Office,South,Tennessee,Furniture,Ergonomic Office Chair,845.73,2,0.0,104.84
SO-100199,2023-05-31,CUST-1368,Consumer,East,Pennsylvania,Office Supplies,Premium Notebook Pack,418.37,2,0.0,42.27
SO-100562,2024-05-22,CUST-1673,Corporate,East,Massachusetts,Office Supplies,Printer Paper Case,244.35,1,0.0,50.75
SO-100686,2023-12-18,CUST-1238,Consumer,East,Virginia,Office Supplies,Toner Cartridge,140.9,1,0.0,41.23
SO-101658,2025-08-14,CUST-1709,Consumer,Central,Ohio,Office Supplies,Printer Paper Case,295.94,3,0.05,54.55
SO-100591,2025-08-16,CUST-1765,Corporate,East,Massachusetts,Furniture,Conference Table,238.65,1,0.0,56.54
SO-100520,2024-02-24,CUST-1779,Consumer,East,Massachusetts,Technology,USB-C Docking Station,4348.16,4,0.2,593.87
SO-100309,2024-12-02,CUST-1135,Consumer,East,New Jersey,Furniture,Filing Cabinet,2976.67,3,0.0,712.92
SO-100605,2024-09-01,CUST-1618,Corporate,West,Arizona,Furniture,Conference Table,2722.66,6,0.15,141.81
SO-102166,2025-01-02,CUST-1452,Corporate,West,Washington,Office Supplies,Desk Organizer,38.18,1,0.15,4.23
SO-102108,2025-11-25,CUST-1423,Consumer,South,Florida,Furniture,Filing Cabinet,1786.54,3,0.1,126.53
SO-100060,2023-08-22,CUST-1571,Corporate,South,Tennessee,Furniture,Ergonomic Office Chair,1138.08,5,0.2,-12.27
SO-100584,2024-04-04,CUST-1410,Home Office,East,New York,Office Supplies,Premium Notebook Pack,2546.62,10,0.0,611.83
SO-102315,2024-11-20,CUST-1634,Consumer,West,California,Technology,USB-C Docking Station,1278.31,2,0.0,344.81
SO-100208,2025-05-06,CUST-1662,Corporate,West,Oregon,Office Supplies,Toner Cartridge,163.43,1,0.1,29.55
SO-102044,2023-12-13,CUST-1611,Consumer,East,Pennsylvania,Technology,Laptop Pro 14,198.33,1,0.2,18.29
SO-100924,2025-01-11,CUST-1078,Corporate,East,Massachusetts,Technology,Wireless Keyboard,6940.9,8,0.0,1082.35
SO-100786,2025-10-12,CUST-1181,Corporate,East,Pennsylvania,Technology,Noise-Canceling Headset,3398.66,4,0.1,339.49
SO-101337,2023-05-31,CUST-1548,Consumer,East,Massachusetts,Furniture,Ergonomic Office Chair,378.47,1,0.1,63.7
SO-102439,2024-02-10,CUST-1614,Corporate,East,Massachusetts,Furniture,Conference Table,5664.39,8,0.0,787.7
SO-100793,2023-11-06,CUST-1106,Consumer,East,Virginia,Technology,USB-C Docking Station,1489.48,4,0.0,452.08
SO-100832,2025-05-30,CUST-1177,Consumer,East,New Jersey,Office Supplies,Printer Paper Case,677.89,3,0.0,154.05
SO-100163,2025-08-25,CUST-1294,Consumer,East,Pennsylvania,Furniture,Standing Desk,3968.53,8,0.2,251.93
SO-102319,2023-02-07,CUST-1737,Consumer,West,Oregon,Furniture,Filing Cabinet,826.36,1,0.1,91.01
SO-100527,2023-11-26,CUST-1378,Consumer,Central,Michigan,Technology,Wireless Keyboard,273.64,1,0.3,13.19
SO-102034,2025-12-28,CUST-1038,Consumer,South,North Carolina,Furniture,Conference Table,201.52,1,0.0,31.87
SO-100257,2025-07-02,CUST-1429,Corporate,South,Florida,Furniture,Conference Table,4223.94,6,0.05,301.26
SO-100507,2024-03-02,CUST-1214,Consumer,West,Washington,Technology,USB-C Docking Station,764.66,1,0.2,27.52
SO-102189,2024-10-18,CUST-1658,Consumer,East,Pennsylvania,Furniture,Ergonomic Office Chair,6216.67,6,0.05,446.9
SO-102132,2023-01-08,CUST-1066,Home Office,South,North Carolina,Furniture,Ergonomic Office Chair,751.53,3,0.2,-13.84
SO-102240,2025-10-01,CUST-1662,Corporate,West,Washington,Office Supplies,Ballpoint Pen Set,665.33,5,0.1,136.34
SO-102176,2025-04-15,CUST-1462,Consumer,East,Virginia,Office Supplies,Desk Organizer,293.33,2,0.15,30.15
SO-101564,2024-07-04,CUST-1245,Consumer,West,Arizona,Office Supplies,Ballpoint Pen Set,1307.61,8,0.2,84.53
