order_id,order_date,customer_id,customer_segment,region,state,product_category,product_name,sales,quantity,discount,profit,profit_margin,order_month,average_order_value,year,month_name
SO-102407,2023-09-27,CUST-1549,Consumer,South,Tennessee,Office Supplies,Desk Organizer,69.24,2,0.15,1.22,0.0176,2023-09,34.62,2023,September
SO-100526,2023-09-28,CUST-1170,Consumer,South,North Carolina,Technology,USB-C Docking Station,1266.15,2,0.15,117.56,0.0928,2023-09,633.08,2023,September
SO-101166,2023-09-28,CUST-1422,Consumer,West,California,Technology,Wireless Keyboard,1529.47,1,0.1,434.83,0.2843,2023-09,1529.47,2023,September
SO-101610,2023-09-28,CUST-1625,Consumer,South,Georgia,Technology,Cloud Security Suite,1174.54,2,0.0,382.64,0.3258,2023-09,587.27,2023,September
SO-102380,2023-09-28,CUST-1232,Consumer,East,Pennsylvania,Furniture,Ergonomic Office Chair,688.82,3,0.05,130.42,0.1893,2023-09,229.61,2023,September
SO-100516,2023-09-29,CUST-1465,Corporate,West,Washington,Technology,USB-C Docking Station,1181.78,1,0.05,267.6,0.2264,2023-09,1181.78,2023,September
SO-100928,2023-09-29,CUST-1844,Home Office,West,Colorado,Office Supplies,Ballpoint Pen Set,170.67,4,0.0,27.08,0.1587,2023-09,42.67,2023,September
SO-101304,2023-09-29,CUST-1779,Corporate,West,California,Technology,Wireless Keyboard,622.46,4,0.1,92.88,0.1492,2023-09,155.62,2023,September
SO-100176,2023-09-30,CUST-1305,Consumer,Central,Michigan,Office Supplies,Desk Organizer,607.38,4,0.0,61.16,0.1007,2023-09,151.84,2023,September
SO-101383,2023-09-30,CUST-1348,Home Office,Central,Missouri,Office Supplies,Premium Notebook Pack,170.54,1,0.3,2.49,0.0146,2023-09,170.54,2023,September
SO-102101,2023-09-30,CUST-1577,Home Office,East,Massachusetts,Technology,Laptop Pro 14,311.06,1,0.0,66.54,0.2139,2023-09,311.06,2023,September
SO-100583,2023-10-01,CUST-1584,Home Office,East,Virginia,Office Supplies,Premium Notebook Pack,61.91,2,0.0,10.86,0.1754,2023-10,30.96,2023,October
SO-101095,2023-10-01,CUST-1552,Corporate,South,Georgia,Technology,Cloud Security Suite,1620.71,3,0.2,374.28,0.2309,2023-10,540.24,2023,October
SO-101401,2023-10-01,CUST-1532,Consumer,East,New York,Furniture,Ergonomic Office Chair,2728.17,3,0.0,580.81,0.2129,2023-10,909.39,2023,October
SO-101929,2023-10-01,CUST-1242,Corporate,West,Washington,Office Supplies,Desk Organizer,496.3,5,0.1,48.7,0.0981,2023-10,99.26,2023,October
SO-101276,2023-10-02,CUST-1639,Corporate,South,Louisiana,Office Supplies,Toner Cartridge,94.35,3,0.3,4.85,0.0514,2023-10,31.45,2023,October
SO-101335,2023-10-02,CUST-1236,Consumer,South,Florida,Technology,Laptop Pro 14,4511.59,3,0.05,625.92,0.1387,2023-10,1503.86,2023,October
SO-101817,2023-10-02,CUST-1015,Consumer,South,Florida,Office Supplies,Desk Organizer,185.64,3,0.0,32.36,0.1743,2023-10,61.88,2023,October
SO-102124,2023-10-03,CUST-1208,Corporate,West,Colorado,Technology,Cloud Security Suite,8772.8,6,0.05,2454.45,0.2798,2023-10,1462.13,2023,October
SO-102192,2023-10-03,CUST-1866,Home Office,Central,Ohio,Furniture,Standing Desk,2509.98,2,0.05,354.08,0.1411,2023-10,1254.99,2023,October
SO-100421,2023-10-04,CUST-1440,Corporate,West,Washington,Office Supplies,Premium Notebook Pack,1526.06,10,0.05,192.04,0.1258,2023-10,152.61,2023,October
SO-101310,2023-10-04,CUST-1551,Corporate,East,Pennsylvania,Technology,Wireless Keyboard,445.41,1,0.15,81.53,0.183,2023-10,445.41,2023,October
SO-101887,2023-10-05,CUST-1496,Consumer,West,California,Office Supplies,Premium Notebook Pack,23.13,1,0.0,3.39,0.1466,2023-10,23.13,2023,October
SO-100730,2023-10-06,CUST-1734,Consumer,South,Tennessee,Office Supplies,Premium Notebook Pack,993.49,4,0.05,203.09,0.2044,2023-10,248.37,2023,October
SO-102464,2023-10-06,CUST-1644,Consumer,South,Florida,Office Supplies,Toner Cartridge,411.62,2,0.0,80.73,0.1961,2023-10,205.81,2023,October
SO-100392,2023-10-07,CUST-1236,Corporate,West,Arizona,Office Supplies,Desk Organizer,796.72,3,0.0,148.26,0.1861,2023-10,265.57,2023,October
SO-100395,2023-10-07,CUST-1104,Corporate,West,Arizona,Technology,Noise-Canceling Headset,1893.11,2,0.0,632.19,0.3339,2023-10,946.56,2023,October
SO-101393,2023-10-08,CUST-1772,Corporate,South,Louisiana,Office Supplies,Desk Organizer,823.99,8,0.15,109.55,0.133,2023-10,103.0,2023,October
SO-101786,2023-10-08,CUST-1100,Home Office,West,California,Office Supplies,Ballpoint Pen Set,216.18,1,0.05,49.01,0.2267,2023-10,216.18,2023,October
SO-101844,2023-10-08,CUST-1003,Consumer,West,Colorado,Office Supplies,Premium Notebook Pack,111.27,2,0.1,8.16,0.0733,2023-10,55.64,2023,October
SO-102179,2023-10-08,CUST-1201,Corporate,West,Arizona,Furniture,Conference Table,1539.94,3,0.05,287.82,0.1869,2023-10,513.31,2023,October
SO-100126,2023-10-09,CUST-1561,Corporate,East,New Jersey,Technology,USB-C Docking Station,873.65,1,0.0,167.03,0.1912,2023-10,873.65,2023,October
SO-100138,2023-10-09,CUST-1793,Consumer,West,Arizona,Technology,Laptop Pro 14,155.36,1,0.05,46.98,0.3024,2023-10,155.36,2023,October
SO-100671,2023-10-09,CUST-1638,Consumer,West,California,Technology,USB-C Docking Station,2355.53,5,0.1,604.84,0.2568,2023-10,471.11,2023,October
SO-101210,2023-10-09,CUST-1295,Corporate,West,California,Office Supplies,Toner Cartridge,445.87,3,0.0,68.5,0.1536,2023-10,148.62,2023,October
SO-100217,2023-10-10,CUST-1054,Consumer,West,Arizona,Office Supplies,Premium Notebook Pack,476.81,3,0.0,77.68,0.1629,2023-10,158.94,2023,October
SO-100432,2023-10-10,CUST-1736,Home Office,West,Colorado,Furniture,Standing Desk,2843.83,3,0.0,262.22,0.0922,2023-10,947.94,2023,October
SO-100903,2023-10-10,CUST-1010,Home Office,East,New York,Office Supplies,Ballpoint Pen Set,165.9,2,0.2,8.83,0.0532,2023-10,82.95,2023,October
SO-100926,2023-10-10,CUST-1184,Consumer,Central,Michigan,Technology,USB-C Docking Station,7859.52,10,0.05,1854.1,0.2359,2023-10,785.95,2023,October
SO-102083,2023-10-10,CUST-1319,Corporate,West,Colorado,Office Supplies,Ballpoint Pen Set,723.79,6,0.0,113.79,0.1572,2023-10,120.63,2023,October
SO-100636,2023-10-11,CUST-1238,Corporate,West,Arizona,Office Supplies,Premium Notebook Pack,414.2,2,0.15,61.9,0.1494,2023-10,207.1,2023,October
SO-100471,2023-10-12,CUST-1324,Corporate,South,Florida,Office Supplies,Desk Organizer,289.75,2,0.05,31.86,0.11,2023-10,144.88,2023,October
SO-100799,2023-10-13,CUST-1720,Home Office,West,Washington,Furniture,Filing Cabinet,2019.42,5,0.0,211.64,0.1048,2023-10,403.88,2023,October
SO-100899,2023-10-13,CUST-1783,Home Office,East,Massachusetts,Office Supplies,Printer Paper Case,57.67,1,0.2,8.11,0.1406,2023-10,57.67,2023,October
SO-100254,2023-10-14,CUST-1600,Home Office,East,New York,Office Supplies,Premium Notebook Pack,111.41,2,0.1,27.39,0.2458,2023-10,55.7,2023,October
SO-100292,2023-10-14,CUST-1351,Home Office,Central,Ohio,Technology,USB-C Docking Station,3038.96,4,0.05,934.92,0.3076,2023-10,759.74,2023,October
SO-100981,2023-10-14,CUST-1162,Consumer,West,Oregon,Technology,Noise-Canceling Headset,3268.28,2,0.0,692.15,0.2118,2023-10,1634.14,2023,October
SO-102071,2023-10-14,CUST-1142,Consumer,Central,Ohio,Office Supplies,Toner Cartridge,342.45,2,0.0,54.48,0.1591,2023-10,171.22,2023,October
SO-101073,2023-10-15,CUST-1533,Corporate,South,Florida,Furniture,Standing Desk,355.67,1,0.0,49.42,0.1389,2023-10,355.67,2023,October
SO-101055,2023-10-16,CUST-1757,Corporate,South,Georgia,Technology,Wireless Keyboard,711.14,2,0.0,184.36,0.2592,2023-10,355.57,2023,October
SO-101516,2023-10-16,CUST-1483,Corporate,South,Louisiana,Furniture,Bookcase,1827.7,5,0.0,342.02,0.1871,2023-10,365.54,2023,October
SO-102067,2023-10-16,CUST-1252,Consumer,South,Georgia,Furniture,Ergonomic Office Chair,890.37,2,0.0,88.96,0.0999,2023-10,445.18,2023,October
SO-101509,2023-10-17,CUST-1350,Corporate,East,Massachusetts,Technology,Noise-Canceling Headset,601.38,4,0.0,132.22,0.2199,2023-10,150.34,2023,October
SO-102485,2023-10-17,CUST-1394,Consumer,South,Louisiana,Furniture,Filing Cabinet,1017.95,1,0.0,246.32,0.242,2023-10,1017.95,2023,October
SO-100264,2023-10-18,CUST-1161,Home Office,Central,Missouri,Office Supplies,Ballpoint Pen Set,758.61,4,0.05,109.09,0.1438,2023-10,189.65,2023,October
SO-100837,2023-10-18,CUST-1498,Consumer,West,Washington,Furniture,Conference Table,1285.23,1,0.0,286.84,0.2232,2023-10,1285.23,2023,October
SO-100756,2023-10-20,CUST-1362,Consumer,West,Oregon,Office Supplies,Ballpoint Pen Set,380.84,2,0.05,83.8,0.22,2023-10,190.42,2023,October
SO-101061,2023-10-20,CUST-1336,Corporate,East,New York,Office Supplies,Ballpoint Pen Set,249.24,1,0.0,34.13,0.1369,2023-10,249.24,2023,October
SO-102053,2023-10-20,CUST-1620,Consumer,West,Washington,Technology,Laptop Pro 14,2602.44,3,0.15,428.07,0.1645,2023-10,867.48,2023,October
SO-102077,2023-10-20,CUST-1800,Corporate,East,Massachusetts,Technology,Wireless Keyboard,244.78,1,0.3,14.67,0.0599,2023-10,244.78,2023,October
SO-100297,2023-10-21,CUST-1590,Corporate,West,Washington,Furniture,Standing Desk,472.28,1,0.05,41.11,0.087,2023-10,472.28,2023,October
SO-100505,2023-10-21,CUST-1642,Consumer,Central,Missouri,Technology,Wireless Keyboard,1145.7,1,0.0,274.94,0.24,2023-10,1145.7,2023,October
SO-100800,2023-10-21,CUST-1030,Corporate,West,California,Furniture,Ergonomic Office Chair,4029.37,4,0.0,929.73,0.2307,2023-10,1007.34,2023,October
SO-101835,2023-10-22,CUST-1891,Consumer,West,California,Technology,Laptop Pro 14,5682.85,4,0.15,213.47,0.0376,2023-10,1420.71,2023,October
SO-101928,2023-10-22,CUST-1574,Corporate,Central,Missouri,Technology,Wireless Keyboard,4733.6,10,0.0,907.98,0.1918,2023-10,473.36,2023,October
SO-101977,2023-10-22,CUST-1047,Home Office,West,Colorado,Technology,Noise-Canceling Headset,5550.42,5,0.1,1151.53,0.2075,2023-10,1110.08,2023,October
SO-101058,2023-10-23,CUST-1067,Corporate,South,Florida,Office Supplies,Toner Cartridge,54.17,1,0.0,7.83,0.1445,2023-10,54.17,2023,October
SO-100823,2023-10-24,CUST-1739,Consumer,West,Oregon,Office Supplies,Premium Notebook Pack,244.54,2,0.15,38.91,0.1591,2023-10,122.27,2023,October
SO-101796,2023-10-24,CUST-1698,Consumer,West,Colorado,Technology,Cloud Security Suite,1570.22,2,0.3,164.71,0.1049,2023-10,785.11,2023,October
SO-102173,2023-10-24,CUST-1112,Consumer,West,Washington,Technology,USB-C Docking Station,1455.69,2,0.0,257.6,0.177,2023-10,727.84,2023,October
SO-100622,2023-10-26,CUST-1656,Home Office,Central,Missouri,Technology,Cloud Security Suite,3179.09,4,0.0,695.12,0.2187,2023-10,794.77,2023,October
SO-100665,2023-10-26,CUST-1572,Corporate,East,Massachusetts,Technology,Laptop Pro 14,3958.81,4,0.0,742.19,0.1875,2023-10,989.7,2023,October
SO-100819,2023-10-26,CUST-1216,Corporate,Central,Michigan,Office Supplies,Desk Organizer,106.13,5,0.15,23.63,0.2227,2023-10,21.23,2023,October
SO-101087,2023-10-26,CUST-1583,Consumer,Central,Missouri,Technology,USB-C Docking Station,1999.82,8,0.15,480.29,0.2402,2023-10,249.98,2023,October
SO-101493,2023-10-26,CUST-1030,Consumer,East,New York,Technology,Laptop Pro 14,589.38,4,0.0,133.67,0.2268,2023-10,147.34,2023,October
SO-100161,2023-10-27,CUST-1575,Home Office,West,Oregon,Technology,USB-C Docking Station,4888.13,4,0.0,1493.77,0.3056,2023-10,1222.03,2023,October
SO-100350,2023-10-27,CUST-1810,Home Office,Central,Ohio,Technology,USB-C Docking Station,1018.68,2,0.0,278.83,0.2737,2023-10,509.34,2023,October
SO-102183,2023-10-27,CUST-1892,Corporate,East,New Jersey,Technology,Laptop Pro 14,7258.31,5,0.1,1364.59,0.188,2023-10,1451.66,2023,October
SO-100801,2023-10-28,CUST-1306,Consumer,West,California,Technology,USB-C Docking Station,334.37,1,0.1,76.05,0.2274,2023-10,334.37,2023,October
SO-101877,2023-10-28,CUST-1130,Consumer,East,Virginia,Furniture,Bookcase,4566.49,8,0.0,490.48,0.1074,2023-10,570.81,2023,October
SO-101908,2023-10-28,CUST-1714,Corporate,East,Pennsylvania,Furniture,Ergonomic Office Chair,5688.03,8,0.0,740.2,0.1301,2023-10,711.0,2023,October
SO-101968,2023-10-28,CUST-1136,Home Office,South,North Carolina,Furniture,Filing Cabinet,2712.17,3,0.0,422.21,0.1557,2023-10,904.06,2023,October
SO-100530,2023-10-29,CUST-1861,Consumer,South,Tennessee,Technology,USB-C Docking Station,1550.68,1,0.05,274.24,0.1769,2023-10,1550.68,2023,October
SO-101478,2023-10-29,CUST-1747,Consumer,Central,Illinois,Furniture,Standing Desk,6312.43,6,0.0,993.67,0.1574,2023-10,1052.07,2023,October
SO-101961,2023-10-29,CUST-1861,Corporate,Central,Texas,Office Supplies,Ballpoint Pen Set,690.89,3,0.1,81.66,0.1182,2023-10,230.3,2023,October
SO-100039,2023-10-30,CUST-1570,Home Office,Central,Texas,Office Supplies,Printer Paper Case,186.77,1,0.15,28.54,0.1528,2023-10,186.77,2023,October
SO-100740,2023-10-30,CUST-1665,Corporate,West,Arizona,Technology,Laptop Pro 14,2813.6,10,0.0,423.43,0.1505,2023-10,281.36,2023,October
SO-101699,2023-10-30,CUST-1551,Home Office,West,Arizona,Furniture,Standing Desk,2101.31,2,0.1,282.74,0.1346,2023-10,1050.66,2023,October
SO-100028,2023-10-31,CUST-1895,Consumer,West,California,Office Supplies,Printer Paper Case,252.51,1,0.0,30.44,0.1205,2023-10,252.51,2023,October
SO-100097,2023-10-31,CUST-1812,Corporate,East,Massachusetts,Furniture,Conference Table,1757.67,3,0.0,300.56,0.171,2023-10,585.89,2023,October
SO-100609,2023-10-31,CUST-1583,Consumer,West,California,Office Supplies,Desk Organizer,688.94,3,0.15,99.64,0.1446,2023-10,229.65,2023,October
SO-100782,2023-10-31,CUST-1355,Home Office,South,North Carolina,Technology,Laptop Pro 14,2038.73,2,0.15,377.33,0.1851,2023-10,1019.36,2023,October
SO-100074,2023-11-01,CUST-1392,Consumer,West,Arizona,Furniture,Bookcase,3951.01,8,0.15,719.61,0.1821,2023-11,493.88,2023,November
SO-100313,2023-11-01,CUST-1076,Home Office,South,Louisiana,Furniture,Ergonomic Office Chair,791.41,1,0.15,99.36,0.1255,2023-11,791.41,2023,November
SO-102381,2023-11-02,CUST-1105,Home Office,South,Tennessee,Office Supplies,Toner Cartridge,174.9,1,0.05,25.73,0.1471,2023-11,174.9,2023,November
SO-100419,2023-11-03,CUST-1805,Consumer,West,Washington,Office Supplies,Desk Organizer,1034.07,4,0.05,95.94,0.0928,2023-11,258.52,2023,November
SO-101537,2023-11-03,CUST-1859,Consumer,East,Pennsylvania,Office Supplies,Printer Paper Case,57.68,5,0.05,11.31,0.1961,2023-11,11.54,2023,November
SO-101422,2023-11-04,CUST-1809,Consumer,Central,Ohio,Office Supplies,Toner Cartridge,212.36,5,0.3,-6.14,-0.0289,2023-11,42.47,2023,November
SO-100623,2023-11-06,CUST-1738,Home Office,South,Florida,Office Supplies,Toner Cartridge,436.1,2,0.2,38.0,0.0871,2023-11,218.05,2023,November
SO-100793,2023-11-06,CUST-1106,Consumer,East,Virginia,Technology,USB-C Docking Station,1489.48,4,0.0,452.08,0.3035,2023-11,372.37,2023,November
SO-100233,2023-11-07,CUST-1439,Corporate,South,Louisiana,Office Supplies,Printer Paper Case,251.87,1,0.0,61.96,0.246,2023-11,251.87,2023,November
SO-101886,2023-11-08,CUST-1804,Corporate,South,Louisiana,Technology,Noise-Canceling Headset,2619.99,3,0.15,383.9,0.1465,2023-11,873.33,2023,November
SO-102276,2023-11-08,CUST-1031,Consumer,Central,Ohio,Office Supplies,Premium Notebook Pack,351.32,2,0.05,78.11,0.2223,2023-11,175.66,2023,November
SO-101151,2023-11-09,CUST-1444,Consumer,East,New Jersey,Technology,Wireless Keyboard,2310.86,2,0.2,126.98,0.0549,2023-11,1155.43,2023,November
SO-101585,2023-11-09,CUST-1878,Home Office,East,Pennsylvania,Furniture,Ergonomic Office Chair,1507.82,2,0.3,-203.61,-0.135,2023-11,753.91,2023,November
SO-102433,2023-11-09,CUST-1087,Corporate,West,Arizona,Office Supplies,Ballpoint Pen Set,667.0,3,0.0,143.24,0.2148,2023-11,222.33,2023,November
SO-101180,2023-11-10,CUST-1672,Corporate,East,New Jersey,Technology,USB-C Docking Station,1693.16,2,0.0,241.54,0.1427,2023-11,846.58,2023,November
SO-101617,2023-11-10,CUST-1861,Corporate,South,Florida,Office Supplies,Desk Organizer,249.88,1,0.0,74.64,0.2987,2023-11,249.88,2023,November
SO-100273,2023-11-11,CUST-1484,Consumer,East,New York,Technology,Noise-Canceling Headset,926.95,1,0.0,248.09,0.2676,2023-11,926.95,2023,November
SO-100537,2023-11-12,CUST-1283,Consumer,East,New Jersey,Office Supplies,Ballpoint Pen Set,327.96,3,0.1,34.79,0.1061,2023-11,109.32,2023,November
SO-100987,2023-11-12,CUST-1851,Consumer,Central,Michigan,Technology,Laptop Pro 14,3279.4,4,0.1,857.22,0.2614,2023-11,819.85,2023,November
SO-101578,2023-11-12,CUST-1130,Consumer,West,Arizona,Office Supplies,Toner Cartridge,495.2,3,0.1,74.2,0.1498,2023-11,165.07,2023,November
SO-101586,2023-11-12,CUST-1380,Consumer,Central,Illinois,Office Supplies,Desk Organizer,18.84,1,0.2,3.5,0.1858,2023-11,18.84,2023,November
SO-102022,2023-11-12,CUST-1428,Corporate,West,Arizona,Furniture,Conference Table,662.35,3,0.0,107.55,0.1624,2023-11,220.78,2023,November
SO-101881,2023-11-13,CUST-1527,Corporate,Central,Missouri,Office Supplies,Premium Notebook Pack,239.66,4,0.1,52.92,0.2208,2023-11,59.92,2023,November
SO-102452,2023-11-13,CUST-1337,Corporate,West,Arizona,Technology,Wireless Keyboard,6170.45,5,0.15,1403.67,0.2275,2023-11,1234.09,2023,November
SO-100602,2023-11-14,CUST-1700,Corporate,South,Louisiana,Furniture,Conference Table,595.6,1,0.15,12.03,0.0202,2023-11,595.6,2023,November
SO-100874,2023-11-14,CUST-1831,Consumer,South,North Carolina,Office Supplies,Desk Organizer,167.18,1,0.0,32.54,0.1946,2023-11,167.18,2023,November
SO-102299,2023-11-14,CUST-1420,Consumer,East,Massachusetts,Furniture,Bookcase,957.37,1,0.15,96.58,0.1009,2023-11,957.37,2023,November
SO-100105,2023-11-15,CUST-1116,Consumer,East,Virginia,Technology,USB-C Docking Station,3696.17,3,0.0,719.4,0.1946,2023-11,1232.06,2023,November
SO-100239,2023-11-15,CUST-1444,Corporate,West,Arizona,Office Supplies,Printer Paper Case,129.31,2,0.3,-4.36,-0.0337,2023-11,64.66,2023,November
SO-100251,2023-11-15,CUST-1092,Corporate,East,New Jersey,Furniture,Bookcase,2113.36,4,0.05,277.95,0.1315,2023-11,528.34,2023,November
SO-101270,2023-11-15,CUST-1798,Home Office,South,Florida,Technology,Cloud Security Suite,1654.37,1,0.05,221.31,0.1338,2023-11,1654.37,2023,November
SO-100560,2023-11-17,CUST-1046,Consumer,West,Arizona,Furniture,Filing Cabinet,1254.79,2,0.3,-19.99,-0.0159,2023-11,627.4,2023,November
SO-100615,2023-11-17,CUST-1365,Corporate,Central,Texas,Office Supplies,Desk Organizer,90.59,1,0.0,9.39,0.1037,2023-11,90.59,2023,November
SO-101034,2023-11-17,CUST-1426,Corporate,East,New Jersey,Office Supplies,Toner Cartridge,357.63,2,0.05,59.7,0.1669,2023-11,178.82,2023,November
SO-100619,2023-11-18,CUST-1425,Corporate,Central,Ohio,Furniture,Ergonomic Office Chair,489.43,2,0.15,14.53,0.0297,2023-11,244.72,2023,November
SO-101655,2023-11-18,CUST-1614,Corporate,East,Pennsylvania,Technology,Noise-Canceling Headset,6186.28,4,0.0,1976.78,0.3195,2023-11,1546.57,2023,November
SO-100021,2023-11-19,CUST-1592,Consumer,East,Virginia,Technology,Noise-Canceling Headset,1170.87,5,0.0,384.42,0.3283,2023-11,234.17,2023,November
SO-100252,2023-11-19,CUST-1405,Home Office,South,North Carolina,Office Supplies,Printer Paper Case,332.43,5,0.0,80.52,0.2422,2023-11,66.49,2023,November
SO-101638,2023-11-19,CUST-1411,Consumer,East,Massachusetts,Technology,USB-C Docking Station,486.86,1,0.0,141.91,0.2915,2023-11,486.86,2023,November
SO-102113,2023-11-19,CUST-1830,Consumer,South,Tennessee,Office Supplies,Desk Organizer,845.84,5,0.0,138.15,0.1633,2023-11,169.17,2023,November
SO-102372,2023-11-19,CUST-1437,Consumer,South,Louisiana,Furniture,Bookcase,3131.8,3,0.1,318.54,0.1017,2023-11,1043.93,2023,November
SO-101738,2023-11-20,CUST-1204,Home Office,East,Virginia,Furniture,Conference Table,554.78,1,0.15,-2.4,-0.0043,2023-11,554.78,2023,November
SO-100298,2023-11-21,CUST-1382,Consumer,West,California,Furniture,Filing Cabinet,4923.7,8,0.0,427.33,0.0868,2023-11,615.46,2023,November
SO-100616,2023-11-21,CUST-1803,Consumer,East,Virginia,Technology,USB-C Docking Station,295.89,1,0.05,60.11,0.2031,2023-11,295.89,2023,November
SO-101133,2023-11-21,CUST-1138,Corporate,West,Arizona,Technology,Wireless Keyboard,7039.56,4,0.0,1611.92,0.229,2023-11,1759.89,2023,November
SO-101445,2023-11-21,CUST-1240,Corporate,Central,Texas,Office Supplies,Ballpoint Pen Set,216.71,8,0.2,30.62,0.1413,2023-11,27.09,2023,November
SO-100834,2023-11-22,CUST-1080,Consumer,South,Georgia,Technology,Laptop Pro 14,3529.63,3,0.0,993.64,0.2815,2023-11,1176.54,2023,November
SO-101168,2023-11-22,CUST-1776,Consumer,East,Massachusetts,Technology,Noise-Canceling Headset,433.89,3,0.1,84.8,0.1954,2023-11,144.63,2023,November
SO-101177,2023-11-23,CUST-1035,Consumer,East,Massachusetts,Technology,USB-C Docking Station,2732.6,2,0.0,739.78,0.2707,2023-11,1366.3,2023,November
SO-101930,2023-11-23,CUST-1000,Home Office,East,Virginia,Office Supplies,Printer Paper Case,180.69,4,0.0,21.46,0.1188,2023-11,45.17,2023,November
SO-101637,2023-11-24,CUST-1586,Consumer,South,Louisiana,Furniture,Filing Cabinet,462.67,1,0.15,3.56,0.0077,2023-11,462.67,2023,November
SO-101696,2023-11-24,CUST-1869,Home Office,West,Arizona,Technology,Wireless Keyboard,4019.64,3,0.0,966.95,0.2406,2023-11,1339.88,2023,November
SO-100767,2023-11-25,CUST-1782,Home Office,Central,Ohio,Office Supplies,Printer Paper Case,312.47,3,0.15,51.21,0.1639,2023-11,104.16,2023,November
SO-100803,2023-11-25,CUST-1160,Corporate,East,New Jersey,Office Supplies,Toner Cartridge,382.86,2,0.05,53.29,0.1392,2023-11,191.43,2023,November
SO-101083,2023-11-25,CUST-1551,Corporate,East,Virginia,Office Supplies,Ballpoint Pen Set,209.4,1,0.05,19.64,0.0938,2023-11,209.4,2023,November
SO-102477,2023-11-25,CUST-1032,Consumer,West,Colorado,Office Supplies,Premium Notebook Pack,306.73,5,0.05,42.57,0.1388,2023-11,61.35,2023,November
SO-102481,2023-11-25,CUST-1700,Corporate,West,Arizona,Technology,USB-C Docking Station,601.29,1,0.1,93.49,0.1555,2023-11,601.29,2023,November
SO-100527,2023-11-26,CUST-1378,Consumer,Central,Michigan,Technology,Wireless Keyboard,273.64,1,0.3,13.19,0.0482,2023-11,273.64,2023,November
SO-100822,2023-11-26,CUST-1592,Consumer,South,Tennessee,Office Supplies,Desk Organizer,556.46,3,0.2,-1.11,-0.002,2023-11,185.49,2023,November
SO-100027,2023-11-27,CUST-1596,Corporate,Central,Missouri,Furniture,Ergonomic Office Chair,882.94,6,0.2,24.82,0.0281,2023-11,147.16,2023,November
SO-100716,2023-11-27,CUST-1169,Corporate,East,New York,Office Supplies,Desk Organizer,2000.51,10,0.0,564.12,0.282,2023-11,200.05,2023,November
SO-101367,2023-11-27,CUST-1559,Home Office,Central,Ohio,Furniture,Standing Desk,208.6,1,0.05,48.84,0.2341,2023-11,208.6,2023,November
SO-102140,2023-11-27,CUST-1704,Consumer,West,Arizona,Technology,USB-C Docking Station,1438.52,2,0.15,217.28,0.151,2023-11,719.26,2023,November
SO-100365,2023-11-28,CUST-1823,Consumer,East,Virginia,Technology,Noise-Canceling Headset,4606.25,4,0.0,1003.34,0.2178,2023-11,1151.56,2023,November
SO-101057,2023-11-29,CUST-1752,Consumer,East,Pennsylvania,Furniture,Conference Table,902.82,1,0.0,76.86,0.0851,2023-11,902.82,2023,November
SO-101831,2023-11-29,CUST-1851,Consumer,East,Massachusetts,Furniture,Standing Desk,4114.16,5,0.05,712.88,0.1733,2023-11,822.83,2023,November
SO-101197,2023-11-30,CUST-1762,Consumer,East,Virginia,Technology,Wireless Keyboard,1659.83,1,0.05,274.32,0.1653,2023-11,1659.83,2023,November
SO-101907,2023-11-30,CUST-1162,Consumer,South,Georgia,Technology,Noise-Canceling Headset,855.69,1,0.3,54.18,0.0633,2023-11,855.69,2023,November
SO-100790,2023-12-01,CUST-1523,Consumer,West,Arizona,Technology,Cloud Security Suite,998.05,1,0.15,82.93,0.0831,2023-12,998.05,2023,December
SO-101459,2023-12-01,CUST-1260,Corporate,South,Georgia,Technology,Wireless Keyboard,1836.37,2,0.0,325.62,0.1773,2023-12,918.18,2023,December
SO-101945,2023-12-01,CUST-1407,Corporate,East,Pennsylvania,Office Supplies,Ballpoint Pen Set,447.82,2,0.15,96.51,0.2155,2023-12,223.91,2023,December
SO-102111,2023-12-01,CUST-1552,Consumer,West,Arizona,Technology,USB-C Docking Station,6564.43,4,0.0,975.89,0.1487,2023-12,1641.11,2023,December
SO-101763,2023-12-02,CUST-1103,Corporate,West,Colorado,Technology,USB-C Docking Station,2457.35,2,0.0,746.23,0.3037,2023-12,1228.68,2023,December
SO-100086,2023-12-03,CUST-1692,Home Office,East,New Jersey,Technology,Cloud Security Suite,2942.22,2,0.0,855.69,0.2908,2023-12,1471.11,2023,December
SO-100559,2023-12-03,CUST-1575,Consumer,West,Washington,Furniture,Ergonomic Office Chair,2374.18,3,0.05,359.1,0.1513,2023-12,791.39,2023,December
SO-101199,2023-12-03,CUST-1556,Corporate,East,Virginia,Furniture,Conference Table,2033.2,2,0.1,387.16,0.1904,2023-12,1016.6,2023,December
SO-102029,2023-12-03,CUST-1645,Consumer,West,Oregon,Furniture,Standing Desk,1568.11,2,0.1,187.45,0.1195,2023-12,784.06,2023,December
SO-100965,2023-12-04,CUST-1778,Consumer,West,California,Office Supplies,Printer Paper Case,226.29,5,0.0,43.98,0.1944,2023-12,45.26,2023,December
SO-101914,2023-12-04,CUST-1775,Corporate,East,Pennsylvania,Technology,Wireless Keyboard,318.31,2,0.0,57.3,0.18,2023-12,159.16,2023,December
SO-102309,2023-12-05,CUST-1678,Consumer,West,California,Technology,Noise-Canceling Headset,1507.59,4,0.1,276.06,0.1831,2023-12,376.9,2023,December
